,adani,asian,axis,bajajauto,bajajfs,bajajfin,airtel,bpcl,britannia,cipla,coalind,divislab,drreddy,eichermot,gail,grasim,hcl,hdfc,hdfcbk,hdfclife,hero,hindalco,hindu,icici,indus,infy,ioc,itc,jsw,kotak,lt,mm,maruti,nestle,ntpc,ongc,powergrid,rel,sbilife,sbibk,shreecem,sunpharma,tatam,tatas,tcs,techm,titan,ultracem,upl,wit
2019-09-04,364.35,1535.15,647.3,2735.7,7023.1,3250.25,345.7,363.55,2635.45,471.4,182.15,1663.449951,2602.7,15642.4,127.3,694.05,1125.65,2100.1,2247.75,535.650024,2566.1,181.65,1846.6,397.5,1317.6,821.3,120.35,243.25,214.8,1426.45,1308.05,5830.75,505.7,12480.75,119.45,119.0,196.9,1201.15,826.400024,275.1,17711.15,426.45,109.5,339.25,2245.4,703.25,1037.2,3876.5,561.05,256.05
2019-09-05,366.55,1519.75,649.6,2759.2,7001.05,3292.7,347.7,380.8,2678.65,478.4,194.85,1639.0,2682.45,15754.2,130.95,697.1,1111.95,2044.15,2235.15,528.5,2605.9,184.6,1829.75,389.0,1308.1,834.05,124.7,244.25,216.25,1410.15,1320.3,5968.65,517.0,12612.15,123.45,125.15,199.35,1198.6,831.25,273.3,17602.75,431.8,118.05,345.15,2215.3,695.45,1048.65,3888.8,569.65,255.6
2019-09-06,365.75,1532.4,671.1,2839.35,7175.9,3373.0,349.25,379.0,2668.0,474.9,198.6,1637.599976,2739.95,16407.25,131.35,703.7,1100.4,2041.45,2245.9,529.900024,2659.95,188.4,1819.15,391.35,1331.1,840.15,126.95,243.9,217.95,1441.55,1328.65,6186.95,529.5,12613.95,127.0,127.95,203.5,1222.5,835.549988,273.95,17870.5,425.1,121.25,355.4,2197.5,721.75,1068.7,3907.55,567.95,252.0
2019-09-09,369.55,1540.6,671.55,2817.8,7323.95,3437.35,356.45,382.0,2682.7,475.0,199.35,1627.150024,2749.2,16206.75,132.15,705.75,1084.4,2064.25,2249.6,530.900024,2691.6,189.25,1834.05,395.45,1335.0,829.1,126.65,245.5,219.5,1471.3,1357.0,6335.5,532.55,12836.35,126.35,129.4,202.9,1222.2,806.799988,278.0,18068.4,428.8,121.9,353.8,2182.85,712.9,1088.35,3905.6,587.45,255.6
2019-09-11,373.35,1561.45,681.7,2908.4,7354.2,3416.4,355.1,386.1,2666.4,471.8,196.7,1616.550049,2761.0,17013.65,128.45,711.5,1057.7,2071.85,2251.3,537.900024,2760.15,193.45,1824.3,394.6,1372.15,820.1,126.05,243.75,227.7,1475.2,1363.65,6597.3,545.75,12758.95,124.5,125.75,201.4,1234.4,799.650024,285.25,18490.35,422.2,134.35,367.05,2154.0,703.7,1101.05,3903.4,577.7,248.15
2019-09-12,372.45,1540.3,662.9,2852.2,7291.95,3382.35,347.55,384.2,2677.0,467.8,197.7,1645.150024,2767.05,16680.55,125.75,717.55,1054.9,2082.75,2270.85,537.849976,2740.75,197.1,1805.4,402.7,1390.25,816.4,124.4,240.75,222.05,1457.55,1362.4,6392.05,543.6,12556.9,122.25,125.9,199.65,1210.35,792.849976,287.05,18582.05,427.8,127.95,365.05,2133.6,705.55,1086.1,4002.05,567.3,244.55
2019-09-13,374.2,1548.2,674.25,2878.2,7388.75,3427.35,343.05,408.55,2674.6,469.0,198.2,1628.349976,2731.55,16689.4,129.25,717.55,1068.5,2083.85,2257.45,540.400024,2776.6,200.35,1805.55,413.4,1398.6,829.3,130.1,239.9,226.2,1484.25,1363.45,6450.3,551.25,12689.3,124.05,128.85,202.65,1225.6,798.299988,291.7,18798.45,422.85,129.55,367.35,2141.95,709.5,1123.4,4031.15,578.15,245.35
2019-09-16,370.6,1521.3,670.9,2874.45,7280.25,3418.85,344.0,380.0,2715.05,470.5,200.55,1644.800049,2725.3,16764.3,129.7,716.7,1069.9,2046.75,2244.15,537.650024,2738.65,200.4,1816.3,412.15,1375.95,827.7,128.55,239.4,225.65,1474.95,1343.6,6412.75,536.95,12840.95,123.25,130.7,202.15,1210.75,796.450012,284.7,18897.05,426.8,128.6,361.1,2150.0,719.45,1148.55,3992.85,564.1,247.1
2019-09-17,365.3,1530.9,640.45,2773.15,7150.5,3368.4,339.85,368.75,2692.45,460.65,197.6,1601.400024,2738.05,16284.95,131.9,700.95,1055.85,1996.25,2211.35,530.700012,2568.95,197.95,1831.2,400.65,1332.6,831.25,125.2,237.2,216.2,1448.3,1313.7,6130.4,521.95,12764.25,120.9,129.7,200.45,1197.45,798.200012,273.95,18693.45,420.65,122.0,344.95,2122.65,705.95,1158.25,3900.4,563.3,244.15
2019-09-18,366.35,1547.75,648.4,2777.05,7255.05,3413.85,335.6,382.1,2613.85,458.65,192.35,1616.150024,2743.65,16030.4,134.95,703.1,1058.45,1988.3,2187.75,539.099976,2576.1,198.0,1829.2,399.35,1330.4,829.85,128.15,239.25,221.4,1464.75,1318.0,6095.05,527.0,12869.0,122.5,127.0,202.05,1205.7,802.950012,280.4,18687.2,416.8,121.75,358.25,2138.55,716.75,1160.7,3902.8,557.05,244.3
2019-09-19,361.9,1553.9,638.2,2738.85,7188.65,3362.05,337.6,379.85,2621.8,452.05,193.45,1582.400024,2732.55,15752.5,133.05,699.9,1049.55,1974.6,1101.05,532.450012,2532.25,195.95,1812.75,386.6,1282.25,820.7,126.2,236.7,219.55,1452.6,1300.7,5971.75,519.3,12694.9,121.7,124.3,201.15,1179.05,801.849976,274.05,17927.1,411.15,124.2,344.65,2101.95,703.35,1153.2,3866.3,562.05,241.5
2019-09-20,380.7,1671.0,680.35,2929.25,7693.65,3702.2,356.4,403.85,2867.0,463.3,200.05,1637.949951,2837.8,17860.2,134.7,750.95,1049.1,2049.3,1199.6,563.849976,2862.9,202.15,1969.75,417.5,1419.6,805.0,132.55,238.05,238.1,1538.85,1411.5,6591.95,568.9,13499.4,119.85,133.6,196.2,1254.35,816.150024,301.7,19250.1,413.7,133.25,368.55,2065.45,700.85,1263.55,4269.65,562.1,245.95
2019-09-23,410.95,1802.75,725.5,2995.15,8297.75,4023.75,348.0,450.85,3053.65,448.9,202.7,1611.699951,2767.25,19239.35,141.3,759.3,1032.9,2162.0,1257.25,540.75,2820.35,200.0,2039.75,446.3,1511.55,764.35,142.65,254.85,243.7,1640.6,1528.5,6897.85,565.0,13713.2,116.05,136.3,188.3,1239.2,791.700012,313.75,19918.3,409.45,127.9,377.35,2015.8,682.8,1311.8,4391.1,580.85,239.35
2019-09-24,413.85,1765.9,704.4,2958.15,8240.7,3961.75,348.65,461.3,3080.2,450.25,198.15,1629.650024,2785.25,18434.25,139.25,749.7,1047.4,2130.0,1253.8,551.049988,2755.95,197.8,2050.45,440.9,1516.3,794.05,138.7,256.0,233.35,1618.1,1481.3,7009.1,558.75,13430.7,115.15,133.5,190.45,1278.7,795.150024,302.6,19931.0,409.65,130.9,370.8,2044.7,703.85,1292.65,4318.0,579.4,240.7
2019-09-25,414.8,1751.8,694.95,2941.0,8255.6,3930.9,341.65,465.2,3036.0,434.6,192.6,1633.449951,2773.35,17600.1,136.45,724.15,1053.85,2069.95,1239.7,557.849976,2704.25,189.9,2051.5,434.2,1503.9,792.65,140.7,247.55,234.4,1601.6,1450.1,6638.5,534.7,13458.5,116.9,131.45,198.75,1279.55,796.549988,280.25,19457.4,406.75,123.05,362.05,2088.45,705.9,1268.9,4277.85,576.75,238.8
2019-09-26,419.15,1770.95,699.9,2970.3,8464.6,4000.8,344.05,480.05,3092.8,438.45,203.3,1675.050049,2774.85,17911.55,137.1,743.8,1045.15,2063.2,1242.5,569.299988,2760.1,195.95,2034.4,451.95,1548.0,782.55,144.55,250.4,235.45,1626.85,1489.85,6857.45,566.95,13934.6,116.55,137.05,199.25,1296.8,816.400024,281.85,19365.0,411.95,124.5,375.75,2087.6,713.7,1288.3,4395.6,583.6,237.1
2019-09-27,408.6,1776.3,700.6,2957.5,8550.35,4057.4,349.1,469.8,3015.1,439.4,199.35,1660.449951,2730.8,17792.4,134.15,727.0,1041.05,2035.9,1244.2,582.299988,2729.15,190.7,2010.9,449.2,1480.8,782.2,145.55,252.95,232.2,1643.5,1472.65,6773.7,555.1,13740.9,117.05,131.5,198.1,1309.05,842.5,281.2,19325.2,401.7,119.9,359.65,2056.15,704.3,1284.05,4395.15,582.05,236.6
2019-09-30,413.95,1762.15,685.0,2941.8,8513.0,4046.05,367.05,470.1,2944.15,425.5,199.85,1665.5,2702.25,17765.2,134.5,730.1,1080.6,1977.05,1227.45,601.150024,2704.75,191.35,1981.95,433.7,1383.55,805.65,147.4,259.85,229.95,1644.45,1474.25,6715.8,547.15,13889.65,117.5,131.8,199.05,1332.25,846.400024,270.8,18888.15,389.45,117.45,360.5,2099.3,714.5,1273.05,4341.25,603.95,239.8
2019-10-01,404.05,1766.1,679.15,2910.0,8458.35,3992.4,350.95,493.9,2919.55,412.65,194.1,1622.550049,2689.35,17826.85,132.9,693.15,1059.55,1995.65,1248.8,598.200012,2688.35,189.75,1990.3,424.6,1298.05,793.55,148.55,255.9,222.65,1648.2,1464.05,6782.0,556.7,13681.55,117.05,128.2,196.5,1304.9,827.650024,255.95,18593.75,386.55,115.3,351.55,2059.95,704.95,1280.6,4212.6,594.95,233.5
2019-10-03,403.9,1748.95,668.4,2897.9,8446.45,3959.8,344.9,531.6,2902.95,418.1,186.75,1628.349976,2677.15,18284.65,131.7,679.65,1076.8,1974.55,1223.55,592.900024,2667.45,182.6,1962.05,427.3,1255.5,785.6,151.75,261.65,221.55,1615.75,1458.05,6754.05,562.7,13709.85,116.75,128.1,199.1,1311.05,830.650024,254.15,18259.6,388.15,122.4,339.6,2060.25,702.5,1295.5,4146.8,594.4,235.85
2019-10-04,394.6,1724.4,656.4,2863.55,8300.75,3903.95,339.5,515.55,2845.15,418.35,185.8,1622.25,2617.7,17999.0,132.15,654.4,1079.1,1978.3,1189.7,584.450012,2668.3,182.1,1944.2,413.9,1265.3,793.45,151.05,257.25,214.65,1563.15,1424.9,6649.6,564.25,13441.0,117.4,129.55,196.55,1308.1,824.25,249.95,18128.3,386.05,119.65,333.1,2079.35,708.15,1250.9,3979.55,582.55,237.7
2019-10-07,395.25,1725.15,673.45,2892.3,8220.0,3900.9,341.55,490.65,2953.35,408.25,184.4,1646.650024,2616.45,18000.6,130.2,649.0,1074.4,1969.3,1186.9,575.450012,2674.0,182.3,1940.05,416.1,1241.05,789.55,148.7,251.9,208.0,1555.65,1397.85,6629.85,552.95,13603.35,115.95,126.55,196.5,1310.1,827.900024,249.1,17826.3,379.9,117.5,324.8,2047.7,704.8,1259.0,3870.4,581.05,237.05
2019-10-09,400.45,1773.45,686.3,2891.85,8318.25,4023.9,359.4,492.85,3058.5,423.35,185.35,1650.599976,2663.4,18239.35,132.1,670.4,1051.1,2002.0,1228.15,580.5,2604.35,186.05,1948.0,436.7,1308.65,783.65,148.2,247.1,212.8,1612.35,1426.25,6719.55,576.55,13858.3,117.25,125.85,197.7,1324.75,837.25,260.95,18482.75,383.95,120.9,336.45,2020.1,711.05,1230.3,4043.55,581.7,237.75
2019-10-10,399.9,1778.6,672.95,2886.25,8201.85,3948.9,377.25,489.9,3037.75,422.15,184.55,1667.150024,2633.5,18052.5,127.35,696.6,1063.5,1987.95,1200.55,583.799988,2601.85,182.25,1968.75,423.7,1228.5,783.05,148.2,243.2,213.75,1584.8,1425.1,6605.45,566.05,13819.85,117.25,125.5,199.1,1362.75,827.200012,254.15,18268.75,387.05,116.8,329.95,2004.45,711.3,1234.7,3976.3,583.45,239.2
2019-10-11,409.05,1790.25,672.7,2898.8,8169.45,3973.2,382.9,488.0,3081.95,441.35,189.05,1689.949951,2651.4,18201.15,124.95,691.4,1079.5,2010.15,1198.8,590.650024,2597.85,187.2,2004.65,428.55,1223.2,814.8,143.4,243.95,217.25,1587.75,1427.7,6698.9,560.1,14032.4,116.7,129.0,201.0,1352.6,839.599976,254.55,18374.55,386.3,121.3,339.0,1986.85,721.45,1243.6,4077.2,589.85,239.45
2019-10-14,407.45,1798.7,683.5,2958.05,8082.25,3883.3,393.55,485.95,3109.65,440.9,190.1,1683.699951,2651.9,18327.95,125.85,698.65,1086.8,2014.75,1204.4,582.299988,2609.2,188.7,2014.25,428.85,1250.6,786.1,144.75,244.1,221.45,1585.5,1423.95,6821.1,568.65,14169.0,117.75,135.25,198.4,1358.0,828.700012,255.45,18695.6,394.65,127.85,344.85,2021.0,720.75,1248.95,4170.3,586.65,243.45
2019-10-15,413.75,1803.1,690.05,3011.95,8035.85,3879.45,383.65,490.3,3181.1,446.55,191.15,1693.0999760000002,2684.65,19199.1,128.1,703.7,1084.5,2013.3,1223.05,592.75,2675.7,192.55,2064.4,431.85,1272.25,768.3,146.45,247.6,219.65,1615.6,1432.25,6985.75,583.4,14086.8,119.4,138.65,201.25,1364.15,838.049988,258.45,18584.75,396.8,126.95,349.2,2037.3,720.5,1272.1,4206.5,583.1,243.65
2019-10-16,410.0,1765.7,693.4,3023.7,8134.3,4016.4,385.25,512.4,3176.75,446.8,194.55,1720.199951,2701.45,19220.6,126.8,730.85,1100.9,2048.7,1221.1,610.599976,2602.35,187.95,2071.0,435.3,1274.5,771.45,145.55,243.65,220.3,1605.55,1424.2,6975.0,584.25,14351.5,117.4,141.65,198.55,1372.35,877.349976,256.05,18595.85,399.7,125.85,347.4,2046.4,727.7,1274.55,4285.3,588.75,248.9
2019-10-17,409.15,1812.3,710.3,3111.5,8316.65,4106.8,385.85,513.3,3247.85,446.3,199.4,1722.949951,2727.4,20491.85,128.75,724.55,1093.05,2089.75,1220.0,615.150024,2629.2,188.8,2103.85,440.6,1340.1,769.5,146.4,245.85,222.95,1604.55,1424.35,7123.9,593.3,14516.85,118.7,141.4,197.7,1396.5,902.900024,265.45,18190.35,401.5,139.5,356.1,2030.95,724.35,1277.05,4260.45,591.95,247.85
2019-10-18,421.7,1816.75,709.55,3087.05,8265.95,4137.65,383.5,520.3,3252.35,444.15,205.95,1738.0,2724.85,20275.9,129.55,746.5,1095.5,2094.45,1229.0,608.450012,2646.15,187.4,2106.85,437.8,1342.65,767.85,145.6,246.5,223.35,1615.25,1447.8,7302.3,593.3,14835.45,121.05,143.5,202.55,1416.35,925.9500119999999,269.65,18679.75,401.65,136.85,359.6,2057.35,734.2,1300.6,4295.3,599.0,248.9
2019-10-22,420.75,1780.2,712.75,3122.3,8008.85,4034.15,374.1,534.1,3248.05,453.9,208.8,1741.1500239999998,2810.75,19978.85,129.5,756.05,1064.45,2114.9,1239.3,611.299988,2674.65,185.75,2127.35,451.15,1341.0,643.55,146.45,248.9,219.7,1628.85,1442.55,7256.25,595.8,15020.0,120.9,144.25,205.05,1414.15,989.150024,270.5,19515.6,405.45,131.75,354.5,2051.4,717.65,1329.45,4249.3,597.0,253.55
2019-10-23,396.1,1767.4,714.85,3162.65,8070.95,4038.35,360.35,527.1,3294.7,454.25,208.8,1735.3499760000002,2826.7,20521.2,128.65,743.15,1095.15,2142.95,1241.6,607.849976,2712.9,185.1,2133.25,455.1,1332.6,650.6,144.5,251.05,222.7,1613.65,1431.8,7440.25,591.85,14983.0,121.05,141.9,206.25,1392.4,985.9500119999999,275.45,19764.95,405.2,132.65,356.2,2070.1,726.6,1348.65,4251.3,597.0,254.35
2019-10-24,399.15,1790.5,707.7,3167.85,8091.0,4026.15,372.35,513.05,3283.8,446.85,205.2,1764.050049,2825.3,21032.35,123.85,705.6,1119.05,2144.95,1236.1,615.349976,2696.0,181.35,2133.35,454.75,1283.0,635.35,141.3,249.05,222.85,1613.2,1432.25,7391.4,581.05,14666.0,120.2,140.7,204.1,1436.45,969.650024,262.5,20305.0,405.95,133.5,359.9,2082.0,726.35,1374.55,4311.55,597.7,249.6
2019-10-25,398.95,1796.3,708.6,3129.65,7972.15,3987.25,375.15,524.15,3267.1,459.85,205.85,1759.1500239999998,2794.95,21321.75,123.05,709.95,1134.05,2101.55,1229.0,610.5,2657.55,181.75,2145.1,469.1,1272.05,637.45,142.1,247.7,217.35,1588.6,1425.0,7471.15,577.7,14803.35,118.5,139.55,202.95,1431.2,982.150024,281.55,20130.75,417.5,126.85,362.25,2124.95,720.95,1335.0,4196.6,594.6,253.0
2019-10-27,399.8,1792.6,710.1,3143.35,8001.5,3978.9,373.1,526.8,3259.1,461.05,202.85,,2785.6,21323.65,123.65,703.0,1130.5,2105.35,1237.7,,2668.9,182.1,2139.75,469.55,1276.65,648.85,142.7,250.4,219.35,1593.0,1434.4,7422.1,591.5,14813.4,118.8,139.85,202.35,1434.25,,281.8,20193.4,417.75,147.7,365.0,2115.7,726.75,1319.9,4189.9,596.1,253.65
2019-10-29,398.95,1814.25,738.45,3180.75,8150.9,4047.25,359.9,522.9,3352.5,473.05,209.75,1754.3499760000002,2802.5,22049.4,125.85,714.75,1139.75,2113.05,1242.5,610.75,2701.55,184.3,2160.2,477.4,1315.3,650.65,144.35,253.25,234.25,1575.55,1461.1,7721.3,611.8,14699.75,119.9,142.15,201.05,1467.05,1014.349976,280.65,20341.05,421.95,172.45,390.2,2194.85,754.75,1332.6,4117.7,594.9,255.2
2019-10-30,398.1,1821.3,747.4,3222.9,8082.4,3992.0,367.95,525.1,3290.1,465.0,206.25,1736.5999760000002,2759.9,22511.5,133.6,734.95,1146.75,2107.45,1248.35,632.450012,2684.5,187.2,2169.4,471.15,1297.2,660.6,147.15,259.4,234.4,1578.9,1474.25,7556.95,616.55,14967.8,120.95,140.55,199.95,1479.1,999.7999880000001,289.9,20246.95,429.65,171.9,388.0,2252.8,754.4,1316.15,4122.7,584.15,254.75
2019-10-31,395.8,1809.6,736.35,3247.35,8134.35,4027.55,374.25,526.6,3266.6,466.85,207.55,1755.050049,2783.2,22538.1,137.35,768.75,1162.75,2131.9,1230.35,626.200012,2704.2,187.9,2175.35,463.05,1313.2,685.6,146.8,257.65,228.0,1574.5,1473.05,7559.4,606.45,14947.0,122.4,141.7,198.35,1464.35,991.5,312.4,19903.05,433.4,177.7,380.55,2269.65,739.0,1331.2,4143.2,596.45,259.3
2019-11-01,389.75,1766.35,748.3,3232.65,8384.75,4069.85,373.05,519.4,3268.55,469.2,207.1,1743.1500239999998,2756.6,21976.15,135.15,775.7,1152.0,2128.6,1240.05,612.700012,2707.15,193.75,2179.35,462.25,1379.85,687.9,142.65,261.3,237.6,1579.9,1449.4,7618.65,589.75,14959.8,121.5,144.15,197.3,1456.9,997.5,313.55,20003.65,437.55,175.05,399.5,2200.9,760.45,1301.9,4162.75,588.55,258.6
2019-11-04,391.0,1785.9,742.6,3212.05,8706.6,4113.0,378.0,522.2,3239.85,468.3,215.0,1735.1500239999998,2797.8,21740.7,137.05,783.8,1155.9,2181.3,1236.85,593.299988,2643.5,197.95,2158.15,470.5,1352.3,709.0,138.7,260.75,250.2,1571.05,1452.2,7424.0,586.4,14813.35,120.55,147.4,194.75,1457.65,998.7000119999999,314.3,20106.45,437.95,172.2,409.15,2193.95,769.5,1298.8,4238.7,594.25,256.6
2019-11-05,390.0,1793.85,738.05,3246.3,8845.75,4227.8,383.95,517.5,3231.75,467.85,211.15,1687.449951,2815.7,21287.15,137.4,768.6,1158.7,2181.3,1239.5,583.650024,2665.0,198.6,2172.15,468.35,1320.1,696.1,137.0,262.9,246.05,1553.9,1439.8,7389.0,580.15,14650.2,120.6,146.35,195.4,1447.3,969.7999880000001,319.2,19829.3,429.9,172.0,403.95,2201.85,773.25,1283.8,4147.4,605.65,258.5
2019-11-06,391.0,1797.6,747.25,3248.3,8772.85,4188.15,371.45,523.9,3227.85,480.85,212.4,1705.3499760000002,2862.7,21605.55,136.7,773.25,1148.35,2220.6,1256.65,584.950012,2678.35,201.5,2179.45,480.7,1343.0,712.3,135.6,261.35,248.25,1571.05,1453.05,7311.15,579.8,14649.65,120.65,144.65,195.1,1434.9,968.9500119999999,317.55,19801.0,427.9,174.5,404.45,2188.5,771.9,1156.1,4135.65,606.6,256.85
2019-11-07,390.45,1826.95,734.75,3265.85,8832.9,4225.85,371.75,513.2,3223.8,471.85,212.5,1718.0,2871.05,21423.95,132.1,777.85,1148.45,2251.0,1263.7,580.150024,2660.85,205.2,2138.25,478.55,1381.9,720.1,135.85,265.85,252.65,1584.0,1435.05,7287.15,580.35,14711.25,119.55,142.05,194.2,1458.6,986.4500119999999,318.15,20040.75,440.6,171.5,403.1,2185.35,769.7,1167.2,4187.4,577.7,259.65
2019-11-08,386.15,1794.85,725.5,3245.55,8818.85,4159.45,369.15,502.75,3158.0,462.5,209.25,1699.949951,2822.1,21689.65,127.05,774.0,1150.1,2233.2,1255.6,567.900024,2646.95,203.85,2086.4,489.45,1422.8,708.15,134.05,260.5,250.0,1600.25,1423.0,7200.55,580.0,14471.3,117.4,138.3,191.65,1445.5,982.2000119999999,316.0,19985.95,422.1,169.05,397.95,2129.95,771.35,1156.75,4147.25,555.85,256.4
2019-11-11,387.9,1773.95,733.7,3237.35,8903.3,4169.05,371.5,517.6,3119.55,454.85,209.85,1710.550049,2815.75,21376.9,130.35,767.1,1145.95,2234.55,1264.75,571.0,2594.0,200.15,2081.35,496.8,1445.05,704.4,135.6,259.45,251.9,1616.9,1417.0,7137.3,575.0,14108.45,118.25,139.1,191.75,1427.8,969.9500119999999,318.25,19784.0,421.45,172.0,401.45,2100.95,770.4,1155.7,4137.05,548.85,256.45
2019-11-13,370.8,1770.45,711.2,3206.0,8978.35,4144.55,368.6,510.1,3269.75,447.9,207.25,1672.5,2763.15,21352.2,123.85,739.55,1138.6,2207.45,1257.55,589.150024,2589.1,193.15,2091.0,485.75,1414.2,691.35,133.85,253.85,248.75,1605.8,1393.0,7154.6,574.7,14233.25,118.3,138.2,189.25,1472.3,988.150024,306.8,19744.4,412.0,170.6,397.9,2178.6,757.05,1159.05,4115.6,541.3,253.1
2019-11-14,369.1,1771.85,715.9,3233.3,9061.85,4210.55,362.5,514.65,3230.8,451.4,202.35,1656.5,2734.05,21558.15,121.8,733.95,1147.8,2226.8,1273.9,586.349976,2591.65,188.5,2069.05,498.65,1375.1,705.3,136.85,253.9,245.75,1597.6,1380.45,7247.15,578.45,14231.35,118.55,136.2,188.0,1462.75,999.900024,306.0,19670.5,410.2,167.05,391.95,2196.8,758.35,1169.1,4003.4,535.55,252.75
2019-11-15,366.3,1760.7,716.9,3215.35,9057.85,4187.6,393.05,506.55,3195.55,463.25,201.15,1747.699951,2730.8,21324.05,124.3,755.15,1142.3,2224.05,1277.9,577.5,2543.2,187.75,2057.7,499.85,1359.0,703.9,131.7,250.65,244.75,1622.75,1377.65,7147.2,583.05,14295.55,117.35,135.55,187.65,1470.85,1002.849976,321.9,19531.75,415.05,168.55,394.5,2174.45,751.95,1158.45,4077.4,530.3,252.55
2019-11-18,365.65,1739.0,722.95,3156.9,9104.25,4154.9,409.2,521.75,3140.9,460.6,200.3,1735.949951,2737.0,21477.4,124.8,769.5,1141.1,2236.3,1262.05,570.450012,2502.9,193.6,2056.2,498.35,1374.4,705.2,132.55,250.75,249.6,1627.2,1364.5,7098.45,573.7,14085.55,117.45,133.9,190.65,1459.2,1000.0499880000001,325.1,19869.3,424.55,170.1,410.05,2152.6,751.8,1158.8,4126.35,549.0,249.45
2019-11-19,364.05,1721.35,747.8,3161.05,9152.8,4135.75,439.35,518.95,3120.35,472.1,199.6,1732.699951,2743.0,21747.35,125.1,786.15,1134.65,2212.1,1271.9,570.700012,2468.95,192.35,2037.75,493.5,1392.75,712.85,133.0,249.3,247.9,1623.8,1365.75,7045.45,560.65,14117.1,117.35,133.25,195.45,1509.75,936.5499880000001,330.4,20006.8,425.9,167.75,401.75,2108.8,763.15,1163.2,4100.15,551.25,250.4
2019-11-20,366.7,1723.5,748.75,3162.4,9079.25,4138.55,437.3,544.6,3116.3,482.6,203.05,1763.5999760000002,2838.65,21489.8,124.5,789.65,1132.8,2200.95,1273.35,574.700012,2470.5,190.75,2026.5,495.0,1469.3,713.0,130.9,250.7,248.7,1599.45,1380.8,7152.75,560.45,14228.65,117.05,133.7,196.1,1547.65,939.7000119999999,328.8,20289.95,450.0,167.4,398.7,2108.55,771.4,1162.85,4114.05,552.85,248.9
2019-11-21,372.1,1720.35,737.4,3188.35,9055.1,4123.65,426.3,514.1,3072.65,485.5,196.6,1747.050049,2879.25,21954.6,121.95,778.95,1136.6,2210.35,1283.35,589.25,2443.45,188.6,2048.65,498.25,1446.15,713.25,128.9,245.7,245.25,1595.25,1392.7,7019.05,551.8,14179.45,115.3,131.15,196.3,1537.6,929.599976,331.35,20294.7,447.15,164.15,385.1,2118.1,765.15,1148.25,4077.25,544.8,247.55
2019-11-22,371.45,1682.75,732.1,3152.35,9039.3,4078.3,420.65,509.4,3022.65,478.85,199.0,1733.3499760000002,2871.25,22753.2,122.35,793.2,1114.75,2237.3,1264.75,586.400024,2441.6,190.25,2028.35,496.8,1446.15,693.2,129.8,247.65,251.25,1569.1,1378.65,7060.45,546.0,14171.5,117.8,133.85,198.75,1546.5,942.650024,329.3,20297.7,452.1,162.35,400.0,2071.7,754.2,1135.6,4081.15,533.5,243.1
2019-11-25,374.7,1710.7,754.75,3195.65,9175.0,4141.7,451.4,507.4,3040.6,483.5,200.7,1764.050049,2920.65,23261.3,122.1,822.9,1124.75,2294.55,1271.1,597.799988,2479.0,199.25,2062.4,497.8,1496.85,698.1,130.85,247.75,260.15,1603.65,1380.85,7236.1,547.8,14486.8,118.1,130.95,198.6,1561.55,951.599976,336.1,20579.75,458.95,166.1,419.5,2081.5,763.55,1163.6,4113.45,544.5,243.0
2019-11-26,370.4,1710.3,752.25,3178.15,9121.3,4098.35,432.35,496.65,3055.25,478.55,197.75,1784.25,2965.85,22805.7,125.0,791.05,1108.05,2304.65,1275.05,597.599976,2494.6,198.7,2058.35,510.7,1515.9,690.6,129.3,249.15,253.25,1604.4,1363.0,7125.0,538.6,14524.4,116.65,130.25,194.4,1560.25,958.9500119999999,335.5,21039.85,450.75,163.4,424.15,2046.65,763.6,1166.1,4112.85,541.7,237.55
2019-11-27,372.95,1715.35,752.9,3212.05,9228.45,4118.35,433.35,505.9,3091.1,468.0,201.0,1811.3499760000002,2972.0,23021.65,124.45,788.1,1128.25,2336.3,1278.4,584.950012,2523.25,203.0,2093.25,505.5,1526.35,695.75,131.1,246.95,252.95,1617.9,1335.5,7294.4,539.95,14562.7,115.75,132.65,195.1,1569.85,948.2000119999999,343.55,21337.95,458.75,165.9,421.35,2054.3,767.55,1167.15,4234.65,551.85,240.05
2019-11-28,372.6,1714.6,750.6,3196.4,9240.1,4102.05,436.65,510.0,3098.25,468.35,205.85,1793.0,2976.75,23091.6,125.8,800.15,1132.65,2309.75,1265.3,576.200012,2466.3,204.1,2087.15,519.15,1568.25,701.85,132.55,246.7,263.95,1615.0,1349.9,7261.25,541.95,14659.55,115.55,133.15,196.15,1580.3,971.150024,349.3,21185.4,457.35,164.8,432.1,2077.35,766.25,1169.5,4294.7,579.9,239.8
2019-11-29,382.05,1706.15,739.05,3176.0,9110.25,4074.2,442.45,511.55,3057.7,466.7,205.25,1786.199951,2913.85,22881.4,126.05,787.05,1127.65,2297.25,1274.95,571.5,2433.55,200.15,2035.3,512.6,1569.1,696.35,131.4,246.4,261.55,1615.2,1330.55,7245.85,530.55,14453.95,116.35,131.75,193.3,1551.15,960.0499880000001,341.85,20996.55,449.85,161.5,427.5,2053.25,761.45,1159.7,4259.1,573.25,237.7
